county,year,population
EMMET,1999,11247
EMMET,2000,11028
EMMET,2001,10873
EMMET,2002,10795
EMMET,2003,10684
EMMET,2004,10508
EMMET,2005,10468
EMMET,2006,10371
EMMET,2007,10341
EMMET,2008,10364
EMMET,2009,10241
EMMET,2010,10302
EMMET,2011,10089
EMMET,2012,9944
EMMET,2013,9880
EMMET,2014,9821
EMMET,2015,9702
EMMET,2016,9581
EMMET,2017,9422
EMMET,2018,9277
EMMET,2019,9208
EMMET,2020,9388
EMMET,2021,9333
EMMET,2022,9197
EMMET,2023,9277
EMMET,2024,9162
FAYETTE,1990,21843
FAYETTE,1991,21889
FAYETTE,1992,22065
FAYETTE,1993,22082
FAYETTE,1994,22089
FAYETTE,1995,22129
FAYETTE,1996,22211
FAYETTE,1997,22275
FAYETTE,1998,22261
FAYETTE,1999,22179
FAYETTE,2000,22008
FAYETTE,2001,21674
FAYETTE,2002,21424
FAYETTE,2003,21299
FAYETTE,2004,21024
FAYETTE,2005,20939
FAYETTE,2006,20701
FAYETTE,2007,20379
FAYETTE,2008,20238
FAYETTE,2009,20164
FAYETTE,2010,20880
FAYETTE,2011,20976
FAYETTE,2012,20774
FAYETTE,2013,20519
FAYETTE,2014,20290
FAYETTE,2015,20142
FAYETTE,2016,19858
FAYETTE,2017,19687
FAYETTE,2018,19679
FAYETTE,2019,19650
FAYETTE,2020,19509
FAYETTE,2021,19303
FAYETTE,2022,19292
FAYETTE,2023,19239
FAYETTE,2024,19152
FLOYD,1990,17058
FLOYD,1991,17056
FLOYD,1992,16950
FLOYD,1993,17118
FLOYD,1994,17060
FLOYD,1995,17062
FLOYD,1996,17001
FLOYD,1997,17028
FLOYD,1998,17059
FLOYD,1999,16987
FLOYD,2000,16900
FLOYD,2001,16618
FLOYD,2002,16589
FLOYD,2003,16511
FLOYD,2004,16417
FLOYD,2005,16309
FLOYD,2006,16335
FLOYD,2007,16224
FLOYD,2008,16031
FLOYD,2009,15910
FLOYD,2010,16303
FLOYD,2011,16095
FLOYD,2012,16087
FLOYD,2013,16023
FLOYD,2014,15999
FLOYD,2015,15910
FLOYD,2016,15857
FLOYD,2017,15767
FLOYD,2018,15752
FLOYD,2019,15642
FLOYD,2020,15627
FLOYD,2021,15458
FLOYD,2022,15316
FLOYD,2023,15266
FLOYD,2024,15008
FRANKLIN,1990,11364
FRANKLIN,1991,11351
FRANKLIN,1992,11314
FRANKLIN,1993,11179
FRANKLIN,1994,11252
FRANKLIN,1995,11045
FRANKLIN,1996,11016
FRANKLIN,1997,11030
FRANKLIN,1998,10921
FRANKLIN,1999,10875
FRANKLIN,2000,10704
FRANKLIN,2001,10599
FRANKLIN,2002,10636
FRANKLIN,2003,10588
FRANKLIN,2004,10641
FRANKLIN,2005,10664
FRANKLIN,2006,10574
FRANKLIN,2007,10623
FRANKLIN,2008,10567
FRANKLIN,2009,10540
FRANKLIN,2010,10680
FRANKLIN,2011,10693
FRANKLIN,2012,10509
FRANKLIN,2013,10507
FRANKLIN,2014,10433
FRANKLIN,2015,10319
FRANKLIN,2016,10177
FRANKLIN,2017,10160
FRANKLIN,2018,10085
FRANKLIN,2019,10070
FRANKLIN,2020,10019
FRANKLIN,2021,9949
FRANKLIN,2022,9918
FRANKLIN,2023,9895
FRANKLIN,2024,10024
FREMONT,1990,8226
FREMONT,1991,8236
FREMONT,1992,8194
FREMONT,1993,8242
FREMONT,1994,8217
FREMONT,1995,8259
FREMONT,1996,8172
FREMONT,1997,8077
FREMONT,1998,7989
FREMONT,1999,7993
FREMONT,2000,8010
FREMONT,2001,7866
FREMONT,2002,7766
FREMONT,2003,7704
FREMONT,2004,7604
FREMONT,2005,7553
FREMONT,2006,7549
FREMONT,2007,7569
FREMONT,2008,7422
FREMONT,2009,7345
FREMONT,2010,7441
FREMONT,2011,7371
FREMONT,2012,7141
FREMONT,2013,7069
FREMONT,2014,7030
FREMONT,2015,6912
FREMONT,2016,6947
FREMONT,2017,6930
FREMONT,2018,6981
FREMONT,2019,6960
FREMONT,2020,6605
FREMONT,2021,6584
FREMONT,2022,6465
FREMONT,2023,6458
FREMONT,2024,6494
GREENE,1990,10045
GREENE,1991,10028
GREENE,1992,10110
GREENE,1993,10187
GREENE,1994,10280
GREENE,1995,10255
GREENE,1996,10226
GREENE,1997,10333
GREENE,1998,10402
GREENE,1999,10442
GREENE,2000,10366
GREENE,2001,10142
GREENE,2002,10092
GREENE,2003,10000
GREENE,2004,9928
GREENE,2005,9778
GREENE,2006,9568
GREENE,2007,9497
GREENE,2008,9349
GREENE,2009,9251
GREENE,2010,9336
GREENE,2011,9332
GREENE,2012,9181
GREENE,2013,9159
GREENE,2014,9124
GREENE,2015,8944
GREENE,2016,9001
GREENE,2017,8954
GREENE,2018,8965
GREENE,2019,8888
GREENE,2020,8771
GREENE,2021,8726
GREENE,2022,8707
GREENE,2023,8597
GREENE,2024,8662
GRUNDY,1990,12029
GRUNDY,1991,12017
GRUNDY,1992,11957
GRUNDY,1993,12081
GRUNDY,1994,12071
GRUNDY,1995,12152
GRUNDY,1996,12244
GRUNDY,1997,12317
GRUNDY,1998,12335
GRUNDY,1999,12277
GRUNDY,2000,12369
GRUNDY,2001,12285
GRUNDY,2002,12303
GRUNDY,2003,12241
GRUNDY,2004,12245
GRUNDY,2005,12232
GRUNDY,2006,12227
GRUNDY,2007,12085
GRUNDY,2008,12110
GRUNDY,2009,12177
GRUNDY,2010,12453
GRUNDY,2011,12478
GRUNDY,2012,12437
GRUNDY,2013,12341
GRUNDY,2014,12390
GRUNDY,2015,12405
GRUNDY,2016,12286
GRUNDY,2017,12298
GRUNDY,2018,12272
GRUNDY,2019,12232
GRUNDY,2020,12329
GRUNDY,2021,12376
GRUNDY,2022,12379
GRUNDY,2023,12412
GRUNDY,2024,12405
GUTHRIE,1990,10935
GUTHRIE,1991,10941
GUTHRIE,1992,11101
GUTHRIE,1993,11125
GUTHRIE,1994,11123
GUTHRIE,1995,11139
GUTHRIE,1996,11241
GUTHRIE,1997,11268
GUTHRIE,1998,11321
GUTHRIE,1999,11321
GUTHRIE,2000,11353
GUTHRIE,2001,11220
GUTHRIE,2002,11214
GUTHRIE,2003,11310
GUTHRIE,2004,11350
GUTHRIE,2005,11201
GUTHRIE,2006,11093
GUTHRIE,2007,11051
GUTHRIE,2008,10984
GUTHRIE,2009,10833
GUTHRIE,2010,10954
GUTHRIE,2011,10859
GUTHRIE,2012,10762
GUTHRIE,2013,10671
GUTHRIE,2014,10686
GUTHRIE,2015,10649
GUTHRIE,2016,10642
GUTHRIE,2017,10645
GUTHRIE,2018,10720
GUTHRIE,2019,10689
GUTHRIE,2020,10623
GUTHRIE,2021,10598
GUTHRIE,2022,10687
GUTHRIE,2023,10763
GUTHRIE,2024,10774
HAMILTON,1990,16071
HAMILTON,1991,16049
HAMILTON,1992,16098
HAMILTON,1993,16229
HAMILTON,1994,16188
HAMILTON,1995,16233
HAMILTON,1996,16468
HAMILTON,1997,16356
HAMILTON,1998,16371
HAMILTON,1999,16405
HAMILTON,2000,16435
HAMILTON,2001,16163
HAMILTON,2002,16204
HAMILTON,2003,16151
HAMILTON,2004,16007
HAMILTON,2005,15914
HAMILTON,2006,15734
HAMILTON,2007,15538
HAMILTON,2008,15352
HAMILTON,2009,15238
HAMILTON,2010,15673
HAMILTON,2011,15467
HAMILTON,2012,15321
HAMILTON,2013,15343
HAMILTON,2014,15217
HAMILTON,2015,15218
HAMILTON,2016,15075
HAMILTON,2017,15032
HAMILTON,2018,14886
HAMILTON,2019,14773
HAMILTON,2020,15039
HAMILTON,2021,14866
HAMILTON,2022,14848
HAMILTON,2023,14848
HAMILTON,2024,14856
HANCOCK,1990,12638
HANCOCK,1991,12610
HANCOCK,1992,12496
HANCOCK,1993,12391
HANCOCK,1994,12170
HANCOCK,1995,12073
HANCOCK,1996,12148
HANCOCK,1997,12158
HANCOCK,1998,12043
HANCOCK,1999,12085
HANCOCK,2000,12100
HANCOCK,2001,11903
HANCOCK,2002,11760
HANCOCK,2003,11771
HANCOCK,2004,11670
HANCOCK,2005,11626
HANCOCK,2006,11482
HANCOCK,2007,11310
HANCOCK,2008,11229
HANCOCK,2009,11046
HANCOCK,2010,11341
HANCOCK,2011,11292
HANCOCK,2012,11175
HANCOCK,2013,11131
HANCOCK,2014,11040
HANCOCK,2015,11028
HANCOCK,2016,10887
HANCOCK,2017,10756
HANCOCK,2018,10710
HANCOCK,2019,10630
HANCOCK,2020,10795
HANCOCK,2021,10687
HANCOCK,2022,10664
HANCOCK,2023,10631
HANCOCK,2024,10616
HARDIN,1990,19094
HARDIN,1991,19099
HARDIN,1992,19032
HARDIN,1993,18937
HARDIN,1994,18822
HARDIN,1995,18941
HARDIN,1996,19103
HARDIN,1997,19062
HARDIN,1998,18981
HARDIN,1999,18912
HARDIN,2000,18812
HARDIN,2001,18648
HARDIN,2002,18419
HARDIN,2003,18213
HARDIN,2004,18002
HARDIN,2005,17768
HARDIN,2006,17637
HARDIN,2007,17505
HARDIN,2008,17377
HARDIN,2009,17144
HARDIN,2010,17534
HARDIN,2011,17375
HARDIN,2012,17359
HARDIN,2013,17388
HARDIN,2014,17332
HARDIN,2015,17253
HARDIN,2016,17196
HARDIN,2017,17073
HARDIN,2018,16937
HARDIN,2019,16846
HARDIN,2020,16878
HARDIN,2021,16705
HARDIN,2022,16677
HARDIN,2023,16523
HARDIN,2024,16464
HARRISON,1990,14730
HARRISON,1991,14734
HARRISON,1992,14712
HARRISON,1993,14752
HARRISON,1994,14895
HARRISON,1995,14993
HARRISON,1996,15231
HARRISON,1997,15400
HARRISON,1998,15498
HARRISON,1999,15569
HARRISON,2000,15666
HARRISON,2001,15638
HARRISON,2002,15497
HARRISON,2003,15544
HARRISON,2004,15542
HARRISON,2005,15520
HARRISON,2006,15542
HARRISON,2007,15416
HARRISON,2008,15245
HARRISON,2009,15328
HARRISON,2010,14928
HARRISON,2011,14764
HARRISON,2012,14475
HARRISON,2013,14357
HARRISON,2014,14265
HARRISON,2015,14139
HARRISON,2016,14046
HARRISON,2017,14107
HARRISON,2018,14105
HARRISON,2019,14049
HARRISON,2020,14582
HARRISON,2021,14692
HARRISON,2022,14635
HARRISON,2023,14638
HARRISON,2024,14626
HENRY,1990,19226
HENRY,1991,19296
HENRY,1992,19490
HENRY,1993,19641
HENRY,1994,19634
HENRY,1995,19841
HENRY,1996,20001
HENRY,1997,20025
HENRY,1998,20033
HENRY,1999,20285
HENRY,2000,20336
HENRY,2001,20336
HENRY,2002,19967
HENRY,2003,20105
HENRY,2004,20073
HENRY,2005,20166
HENRY,2006,20095
HENRY,2007,20134
HENRY,2008,20067
HENRY,2009,19929
HENRY,2010,20145
HENRY,2011,20243
HENRY,2012,19992
HENRY,2013,20021
HENRY,2014,19834
HENRY,2015,19843
HENRY,2016,19833
HENRY,2017,20044
HENRY,2018,20033
HENRY,2019,19954
HENRY,2020,20482
HENRY,2021,20387
HENRY,2022,20253
HENRY,2023,19573
HENRY,2024,19361
HOWARD,1990,9809
HOWARD,1991,9811
HOWARD,1992,9910
HOWARD,1993,9977
HOWARD,1994,10008
HOWARD,1995,9944
HOWARD,1996,9944
HOWARD,1997,9980
HOWARD,1998,9966
HOWARD,1999,9999
HOWARD,2000,9934
HOWARD,2001,9869
HOWARD,2002,9794
HOWARD,2003,9713
HOWARD,2004,9679
HOWARD,2005,9620
HOWARD,2006,9510
HOWARD,2007,9465
HOWARD,2008,9436
HOWARD,2009,9410
HOWARD,2010,9566
HOWARD,2011,9546
HOWARD,2012,9548
HOWARD,2013,9439
HOWARD,2014,9353
HOWARD,2015,9313
HOWARD,2016,9257
HOWARD,2017,9229
HOWARD,2018,9172
HOWARD,2019,9158
HOWARD,2020,9469
HOWARD,2021,9509
HOWARD,2022,9502
HOWARD,2023,9357
HOWARD,2024,9360
HUMBOLDT,1990,10756
HUMBOLDT,1991,10755
HUMBOLDT,1992,10687
HUMBOLDT,1993,10586
HUMBOLDT,1994,10517
HUMBOLDT,1995,10492
HUMBOLDT,1996,10457
HUMBOLDT,1997,10475
HUMBOLDT,1998,10473
HUMBOLDT,1999,10462
HUMBOLDT,2000,10381
HUMBOLDT,2001,10280
HUMBOLDT,2002,10073
HUMBOLDT,2003,10014
HUMBOLDT,2004,9935
HUMBOLDT,2005,9801
HUMBOLDT,2006,9762
HUMBOLDT,2007,9626
HUMBOLDT,2008,9565
HUMBOLDT,2009,9473
HUMBOLDT,2010,9815
HUMBOLDT,2011,9782
HUMBOLDT,2012,9723
HUMBOLDT,2013,9677
HUMBOLDT,2014,9636
HUMBOLDT,2015,9556
HUMBOLDT,2016,9530
HUMBOLDT,2017,9569
HUMBOLDT,2018,9559
HUMBOLDT,2019,9558
HUMBOLDT,2020,9597
HUMBOLDT,2021,9630
HUMBOLDT,2022,9545
HUMBOLDT,2023,9564
HUMBOLDT,2024,9617
IDA,1990,8365
IDA,1991,8341
IDA,1992,8286
IDA,1993,8290
IDA,1994,8321
IDA,1995,8333
IDA,1996,8206
IDA,1997,8092
IDA,1998,8024
IDA,1999,7928
IDA,2000,7840
IDA,2001,7662
IDA,2002,7550
IDA,2003,7445
IDA,2004,7295
IDA,2005,7169
IDA,2006,7021
IDA,2007,6980
IDA,2008,6922
IDA,2009,6762
IDA,2010,7089
IDA,2011,7046
IDA,2012,7044
IDA,2013,7074
IDA,2014,6971
IDA,2015,6968
IDA,2016,6961
IDA,2017,6869
IDA,2018,6846
IDA,2019,6860
IDA,2020,7005
IDA,2021,6980
IDA,2022,6900
IDA,2023,6835
IDA,2024,6810
IOWA,1990,14630
IOWA,1991,14618
IOWA,1992,14744
IOWA,1993,14750
IOWA,1994,14857
IOWA,1995,14927
IOWA,1996,15136
IOWA,1997,15332
IOWA,1998,15423
IOWA,1999,15463
IOWA,2000,15671
IOWA,2001,15780
IOWA,2002,15756
IOWA,2003,15827
IOWA,2004,15801
IOWA,2005,15911
IOWA,2006,15932
IOWA,2007,15794
IOWA,2008,15750
IOWA,2009,15811
IOWA,2010,16355
IOWA,2011,16323
IOWA,2012,16180
IOWA,2013,16281
IOWA,2014,16317
IOWA,2015,16282
IOWA,2016,16192
IOWA,2017,16133
IOWA,2018,16155
IOWA,2019,16184
IOWA,2020,16662
IOWA,2021,16583
IOWA,2022,16491
IOWA,2023,16386
IOWA,2024,16423
JACKSON,1990,19950
JACKSON,1991,19909
JACKSON,1992,19912
JACKSON,1993,20106
JACKSON,1994,20165
JACKSON,1995,20262
JACKSON,1996,20196
JACKSON,1997,20199
JACKSON,1998,20155
JACKSON,1999,20225
JACKSON,2000,20296
JACKSON,2001,20252
JACKSON,2002,20116
JACKSON,2003,20098
JACKSON,2004,20078
JACKSON,2005,20035
JACKSON,2006,19988
JACKSON,2007,19906
JACKSON,2008,19804
JACKSON,2009,19728
JACKSON,2010,19848
JACKSON,2011,19734
JACKSON,2012,19685
JACKSON,2013,19517
JACKSON,2014,19431
JACKSON,2015,19366
JACKSON,2016,19393
JACKSON,2017,19382
JACKSON,2018,19427
JACKSON,2019,19439
JACKSON,2020,19485
JACKSON,2021,19402
JACKSON,2022,19350
JACKSON,2023,19353
JACKSON,2024,19390
JASPER,1990,34795
JASPER,1991,34829
JASPER,1992,34791
JASPER,1993,34925
JASPER,1994,35136
JASPER,1995,35342
JASPER,1996,35406
JASPER,1997,35715
JASPER,1998,36087
JASPER,1999,36898
JASPER,2000,37213
JASPER,2001,37266
JASPER,2002,37366
JASPER,2003,37400
JASPER,2004,37256
JASPER,2005,37011
JASPER,2006,36735
JASPER,2007,36567
JASPER,2008,36460
JASPER,2009,36257
JASPER,2010,36842
JASPER,2011,36622
JASPER,2012,36574
JASPER,2013,36728
JASPER,2014,36886
JASPER,2015,36750
JASPER,2016,36736
JASPER,2017,36995
JASPER,2018,37189
JASPER,2019,37185
JASPER,2020,37813
JASPER,2021,37887
JASPER,2022,37966
JASPER,2023,37991
JASPER,2024,38107
JEFFERSON,1990,16310
JEFFERSON,1991,16313
JEFFERSON,1992,16316
JEFFERSON,1993,16364
JEFFERSON,1994,16559
JEFFERSON,1995,16563
JEFFERSON,1996,16468
JEFFERSON,1997,16517
JEFFERSON,1998,16628
JEFFERSON,1999,16553
JEFFERSON,2000,16181
JEFFERSON,2001,16035
JEFFERSON,2002,15806
JEFFERSON,2003,15721
JEFFERSON,2004,15684
JEFFERSON,2005,15553
JEFFERSON,2006,15491
JEFFERSON,2007,15532
JEFFERSON,2008,15431
JEFFERSON,2009,15472
JEFFERSON,2010,16843
JEFFERSON,2011,17096
JEFFERSON,2012,17278
JEFFERSON,2013,17629
JEFFERSON,2014,17793
JEFFERSON,2015,17906
JEFFERSON,2016,18063
JEFFERSON,2017,18219
JEFFERSON,2018,18256
JEFFERSON,2019,18295
JEFFERSON,2020,15663
JEFFERSON,2021,15786
JEFFERSON,2022,15632
JEFFERSON,2023,15626
JEFFERSON,2024,15781
JOHNSON,1990,96119
JOHNSON,1991,96595
JOHNSON,1992,97484
JOHNSON,1993,99364
JOHNSON,1994,100939
JOHNSON,1995,103045
JOHNSON,1996,104488
JOHNSON,1997,105355
JOHNSON,1998,106538
JOHNSON,1999,107819
JOHNSON,2000,111006
JOHNSON,2001,113878
JOHNSON,2002,115560
JOHNSON,2003,117459
JOHNSON,2004,119747
JOHNSON,2005,121191
JOHNSON,2006,123171
JOHNSON,2007,125536
JOHNSON,2008,128145
JOHNSON,2009,131005
JOHNSON,2010,130882
JOHNSON,2011,134086
JOHNSON,2012,137103
JOHNSON,2013,140151
JOHNSON,2014,142730
JOHNSON,2015,144943
JOHNSON,2016,146928
JOHNSON,2017,149325
JOHNSON,2018,150549
JOHNSON,2019,151140
JOHNSON,2020,152854
JOHNSON,2021,155047
JOHNSON,2022,156815
JOHNSON,2023,158202
JOHNSON,2024,160080
JONES,1990,19444
JONES,1991,19480
JONES,1992,19607
JONES,1993,19818
JONES,1994,19939
JONES,1995,20095
JONES,1996,20521
JONES,1997,20522
JONES,1998,20587
JONES,1999,20369
JONES,2000,20221
JONES,2001,20158
JONES,2002,20150
JONES,2003,20212
JONES,2004,20365
JONES,2005,20303
JONES,2006,20324
JONES,2007,20403
JONES,2008,20430
JONES,2009,20364
JONES,2010,20638
JONES,2011,20743
JONES,2012,20601
JONES,2013,20519
JONES,2014,20548
JONES,2015,20433
JONES,2016,20392
JONES,2017,20618
JONES,2018,20673
JONES,2019,20681
JONES,2020,20646
JONES,2021,20832
JONES,2022,20960
JONES,2023,20917
JONES,2024,21116
KEOKUK,1990,11624
KEOKUK,1991,11601
KEOKUK,1992,11617
KEOKUK,1993,11592
KEOKUK,1994,11600
KEOKUK,1995,11490
KEOKUK,1996,11597
KEOKUK,1997,11486
KEOKUK,1998,11444
KEOKUK,1999,11406
KEOKUK,2000,11400
KEOKUK,2001,11372
KEOKUK,2002,11341
KEOKUK,2003,11194
KEOKUK,2004,11073
KEOKUK,2005,10893
KEOKUK,2006,10727
KEOKUK,2007,10724
KEOKUK,2008,10655
KEOKUK,2009,10562
KEOKUK,2010,10511
KEOKUK,2011,10398
KEOKUK,2012,10427
KEOKUK,2013,10337
KEOKUK,2014,10283
KEOKUK,2015,10171
KEOKUK,2016,10170
KEOKUK,2017,10141
KEOKUK,2018,10213
KEOKUK,2019,10246
KEOKUK,2020,10033
KEOKUK,2021,9912
KEOKUK,2022,9895
KEOKUK,2023,9947
KEOKUK,2024,9855
KOSSUTH,1990,18591
KOSSUTH,1991,18551
KOSSUTH,1992,18230
KOSSUTH,1993,18098
KOSSUTH,1994,17983
KOSSUTH,1995,17950
KOSSUTH,1996,17836
KOSSUTH,1997,17645
KOSSUTH,1998,17552
KOSSUTH,1999,17321
KOSSUTH,2000,17163
KOSSUTH,2001,16780
KOSSUTH,2002,16499
KOSSUTH,2003,16294
KOSSUTH,2004,16156
KOSSUTH,2005,15956
KOSSUTH,2006,15664
KOSSUTH,2007,15456
KOSSUTH,2008,15245
KOSSUTH,2009,15154
KOSSUTH,2010,15543
KOSSUTH,2011,15400
KOSSUTH,2012,15413
KOSSUTH,2013,15332
KOSSUTH,2014,15229
KOSSUTH,2015,15158
KOSSUTH,2016,15104
KOSSUTH,2017,14939
KOSSUTH,2018,14878
KOSSUTH,2019,14813
KOSSUTH,2020,14828
KOSSUTH,2021,14511
KOSSUTH,2022,14462
KOSSUTH,2023,14410
KOSSUTH,2024,14408
LEE,1990,38687
LEE,1991,38632
LEE,1992,38913
LEE,1993,39070
LEE,1994,38901
LEE,1995,38965
LEE,1996,39107
LEE,1997,38781
LEE,1998,38720
LEE,1999,38544
LEE,2000,38052
LEE,2001,37386
LEE,2002,36858
LEE,2003,36472
LEE,2004,36385
LEE,2005,36109
LEE,2006,35997
LEE,2007,35823
LEE,2008,35484
LEE,2009,35447
LEE,2010,35862
LEE,2011,35569
LEE,2012,35541
LEE,2013,35236
LEE,2014,35059
LEE,2015,34894
LEE,2016,34458
LEE,2017,34216
LEE,2018,33909
LEE,2019,33657
LEE,2020,33555
LEE,2021,33260
LEE,2022,32793
LEE,2023,32509
LEE,2024,32376
LINN,1990,168767
LINN,1991,169295
LINN,1992,171320
LINN,1993,174288
LINN,1994,176786
LINN,1995,179064
LINN,1996,181874
LINN,1997,183167
LINN,1998,185450
LINN,1999,187210
LINN,2000,191702
LINN,2001,194323
LINN,2002,195918
LINN,2003,196706
LINN,2004,198108
LINN,2005,200114
LINN,2006,202314
LINN,2007,205283
LINN,2008,207839
LINN,2009,209226
LINN,2010,211226
LINN,2011,214207
LINN,2012,215485
LINN,2013,216488
LINN,2014,218129
LINN,2015,220271
LINN,2016,222188
LINN,2017,224379
LINN,2018,225763
LINN,2019,226706
LINN,2020,230299
LINN,2021,229474
LINN,2022,228947
LINN,2023,229402
LINN,2024,231762
LOUISA,1990,11592
LOUISA,1991,11620
LOUISA,1992,11644
LOUISA,1993,11479
LOUISA,1994,11822
LOUISA,1995,11850
LOUISA,1996,11939
LOUISA,1997,12087
LOUISA,1998,12050
LOUISA,1999,12114
LOUISA,2000,12183
LOUISA,2001,12172
LOUISA,2002,12195
LOUISA,2003,12175
LOUISA,2004,12048
LOUISA,2005,11775
LOUISA,2006,11802
LOUISA,2007,11768
LOUISA,2008,11694
LOUISA,2009,11245
LOUISA,2010,11387
LOUISA,2011,11381
LOUISA,2012,11360
LOUISA,2013,11348
LOUISA,2014,11250
LOUISA,2015,11285
LOUISA,2016,11221
LOUISA,2017,11195
LOUISA,2018,11153
LOUISA,2019,11035
LOUISA,2020,10837
LOUISA,2021,10736
LOUISA,2022,10657
LOUISA,2023,10540
LOUISA,2024,10630
LUCAS,1990,9070
LUCAS,1991,9059
LUCAS,1992,9166
LUCAS,1993,9132
LUCAS,1994,9181
LUCAS,1995,9184
LUCAS,1996,9234
LUCAS,1997,9277
LUCAS,1998,9395
LUCAS,1999,9422
LUCAS,2000,9422
LUCAS,2001,9443
LUCAS,2002,9438
LUCAS,2003,9473
LUCAS,2004,9619
LUCAS,2005,9588
LUCAS,2006,9489
LUCAS,2007,9457
LUCAS,2008,9337
LUCAS,2009,9179
LUCAS,2010,8898
LUCAS,2011,8880
LUCAS,2012,8778
LUCAS,2013,8697
LUCAS,2014,8636
LUCAS,2015,8610
LUCAS,2016,8555
LUCAS,2017,8533
LUCAS,2018,8617
LUCAS,2019,8600
LUCAS,2020,8634
LUCAS,2021,8708
LUCAS,2022,8720
LUCAS,2023,8775
LUCAS,2024,8758
LYON,1990,11952
LYON,1991,11978
LYON,1992,11914
LYON,1993,11914
LYON,1994,11890
LYON,1995,11811
LYON,1996,11724
LYON,1997,11797
LYON,1998,11811
LYON,1999,11863
LYON,2000,11763
LYON,2001,11634
LYON,2002,11581
LYON,2003,11559
LYON,2004,11512
LYON,2005,11449
LYON,2006,11332
LYON,2007,11228
LYON,2008,11189
LYON,2009,11172
LYON,2010,11581
LYON,2011,11692
LYON,2012,11757
LYON,2013,11695
LYON,2014,11703
LYON,2015,11747
LYON,2016,11780
LYON,2017,11785
LYON,2018,11815
LYON,2019,11755
LYON,2020,11934
LYON,2021,12035
LYON,2022,12185
LYON,2023,12288
LYON,2024,12378
MADISON,1990,12483
MADISON,1991,12516
MADISON,1992,12548
MADISON,1993,12736
MADISON,1994,12808
MADISON,1995,12949
MADISON,1996,13340
MADISON,1997,13480
MADISON,1998,13585
MADISON,1999,13702
MADISON,2000,14019
MADISON,2001,14148
MADISON,2002,14315
MADISON,2003,14454
MADISON,2004,14689
MADISON,2005,14864
MADISON,2006,15196
MADISON,2007,15343
MADISON,2008,15454
MADISON,2009,15409
MADISON,2010,15679
MADISON,2011,15740
MADISON,2012,15641
MADISON,2013,15483
MADISON,2014,15616
MADISON,2015,15720
MADISON,2016,15796
MADISON,2017,16000
MADISON,2018,16206
MADISON,2019,16338
MADISON,2020,16548
MADISON,2021,16792
MADISON,2022,17050
MADISON,2023,16999
MADISON,2024,17161
MAHASKA,1990,21532
MAHASKA,1991,21563
MAHASKA,1992,21516
MAHASKA,1993,21613
MAHASKA,1994,21798
MAHASKA,1995,21908
MAHASKA,1996,22055
MAHASKA,1997,22031
MAHASKA,1998,22126
MAHASKA,1999,22266
MAHASKA,2000,22335
MAHASKA,2001,22378
MAHASKA,2002,22309
MAHASKA,2003,22021
MAHASKA,2004,22060
MAHASKA,2005,22220
MAHASKA,2006,22039
MAHASKA,2007,22092
MAHASKA,2008,22120
MAHASKA,2009,22000
MAHASKA,2010,22381
MAHASKA,2011,22501
MAHASKA,2012,22398
MAHASKA,2013,22421
MAHASKA,2014,22363
MAHASKA,2015,22312
MAHASKA,2016,22186
MAHASKA,2017,22211
MAHASKA,2018,22018
MAHASKA,2019,22095
MAHASKA,2020,22190
MAHASKA,2021,21982
MAHASKA,2022,21959
MAHASKA,2023,21967
MAHASKA,2024,22034
MARION,1990,30001
MARION,1991,29995
MARION,1992,30183
MARION,1993,30276
MARION,1994,30515
MARION,1995,30805
MARION,1996,31143
MARION,1997,31280
MARION,1998,31317
MARION,1999,31601
MARION,2000,32054
MARION,2001,32505
MARION,2002,32412
MARION,2003,32277
MARION,2004,32256
MARION,2005,32310
MARION,2006,32830
MARION,2007,32654
MARION,2008,32774
MARION,2009,32682
MARION,2010,33309
MARION,2011,33270
MARION,2012,33274
MARION,2013,33014
MARION,2014,33269
MARION,2015,33109
MARION,2016,33146
MARION,2017,33091
MARION,2018,33259
MARION,2019,33253
MARION,2020,33414
MARION,2021,33450
MARION,2022,33582
MARION,2023,33718
MARION,2024,34048
MARSHALL,1990,38276
MARSHALL,1991,38301
MARSHALL,1992,38209
MARSHALL,1993,37907
MARSHALL,1994,38094
MARSHALL,1995,38526
MARSHALL,1996,39051
MARSHALL,1997,39103
MARSHALL,1998,39242
MARSHALL,1999,39238
MARSHALL,2000,39311
MARSHALL,2001,39274
MARSHALL,2002,39033
MARSHALL,2003,39033
MARSHALL,2004,39227
MARSHALL,2005,39020
MARSHALL,2006,38877
MARSHALL,2007,39075
MARSHALL,2008,39236
MARSHALL,2009,39259
MARSHALL,2010,40648
MARSHALL,2011,41013
MARSHALL,2012,41032
MARSHALL,2013,40995
MARSHALL,2014,40722
MARSHALL,2015,40352
MARSHALL,2016,40135
MARSHALL,2017,40078
MARSHALL,2018,39888
MARSHALL,2019,39369
MARSHALL,2020,40105
MARSHALL,2021,39915
MARSHALL,2022,39940
MARSHALL,2023,40230
MARSHALL,2024,40392
MILLS,1990,13202
MILLS,1991,13168
MILLS,1992,13227
MILLS,1993,13305
MILLS,1994,13275
MILLS,1995,13446
MILLS,1996,13663
MILLS,1997,13819
MILLS,1998,14145
MILLS,1999,14265
MILLS,2000,14547
MILLS,2001,14482
MILLS,2002,14533
MILLS,2003,14596
MILLS,2004,14695
MILLS,2005,14846
MILLS,2006,15139
MILLS,2007,15147
